"","site_id","tran_id","date","col_point","1_dist","2_dist","3_dist","4_dist","point_mean_dist","point_mean_area","point_density","shr_m_area","shr_med_area","shr_m_density","shr_med_density"
"1","fort_pearce","FP097","3/26/2025",1,0.58,0.48,1.11,0.92,0.7725,0.59675625,1.67572606068223,3.719,1.387,0.745,0.721
"2","fort_pearce","FP097","3/26/2025",2,1.57,1.34,1.31,0.49,1.1775,1.38650625,0.721237282558229,3.719,1.387,0.745,0.721
"3","fort_pearce","FP097","3/26/2025",3,1.35,1.01,1.06,1.08,1.125,1.265625,0.790123456790123,3.719,1.387,0.745,0.721
"4","fort_pearce","FP097","3/26/2025",4,1.46,0.79,2.58,1.06,1.4725,2.16825625,0.461200100311022,3.719,1.387,0.745,0.721
"5","fort_pearce","FP097","3/26/2025",5,6.77,3.06,2.4,2.29,3.63,13.1769,0.0758903839294523,3.719,1.387,0.745,0.721
"6","fort_pearce","FP110","3/26/2025",1,1.8,1.42,1.32,1.68,1.555,2.418025,0.413560653839394,3.658,2.56,0.396,0.391
"7","fort_pearce","FP110","3/26/2025",2,0.95,3,2.8,2.95,2.425,5.880625,0.170049952173451,3.658,2.56,0.396,0.391
"8","fort_pearce","FP110","3/26/2025",3,3.9,1.35,2.45,2.3,2.5,6.25,0.16,3.658,2.56,0.396,0.391
"9","fort_pearce","FP110","3/26/2025",4,1.2,0.9,1.15,1.1,1.0875,1.18265625,0.845554234377065,3.658,2.56,0.396,0.391
"10","fort_pearce","FP110","3/26/2025",5,0.8,1.4,3.2,1,1.6,2.56,0.390625,3.658,2.56,0.396,0.391
"11","fort_pearce","FP119","3/26/2025",1,1.1,0.92,3.11,1.62,1.6875,2.84765625,0.35116598079561,2.845,2.848,0.449,0.351
"12","fort_pearce","FP119","3/26/2025",2,0.79,0.75,0.73,1.72,0.9975,0.99500625,1.0050188126959,2.845,2.848,0.449,0.351
"13","fort_pearce","FP119","3/26/2025",3,1.68,1.82,1.12,2.05,1.6675,2.78055625,0.359640269820112,2.845,2.848,0.449,0.351
"14","fort_pearce","FP119","3/26/2025",4,1.54,1.51,1.66,3.32,2.0075,4.03005625,0.24813549438671,2.845,2.848,0.449,0.351
"15","fort_pearce","FP119","3/26/2025",5,1.96,2.52,1.89,1.19,1.89,3.5721,0.27994736989446,2.845,2.848,0.449,0.351
"16","white_reef","WR037","3/27/2025",1,5.05,5.05,5.05,2.04,4.2975,18.46850625,0.0541462306947537,9.181,7.25,0.137,0.138
"17","white_reef","WR037","3/27/2025",2,1.61,2.7,3.12,2.07,2.375,5.640625,0.177285318559557,9.181,7.25,0.137,0.138
"18","white_reef","WR037","3/27/2025",3,2.05,1.48,2.19,5.05,2.6925,7.24955625,0.137939477330078,9.181,7.25,0.137,0.138
"19","white_reef","WR037","3/27/2025",4,2.66,3.14,1.85,0.95,2.15,4.6225,0.216333153055706,9.181,7.25,0.137,0.138
"20","white_reef","WR037","3/27/2025",5,4.88,1.54,1.13,5.05,3.15,9.9225,0.100781053162006,9.181,7.25,0.137,0.138
"21","white_reef","WR054","3/27/2025",1,5.8,5.05,5.05,5.05,5.2375,27.43140625,0.0364545656495463,14.3,10.758,0.09,0.093
"22","white_reef","WR054","3/27/2025",2,5.05,5.05,1.95,1.07,3.28,10.7584,0.0929506246281975,14.3,10.758,0.09,0.093
"23","white_reef","WR054","3/27/2025",3,4.22,5.05,1.2,0.55,2.755,7.590025,0.131751871700027,14.3,10.758,0.09,0.093
"24","white_reef","WR054","3/27/2025",4,1.99,5.05,5.05,5.05,4.285,18.361225,0.0544625971306381,14.3,10.758,0.09,0.093
"25","white_reef","WR054","3/27/2025",5,5.05,1.72,2.14,1.94,2.7125,7.35765625,0.135912845887575,14.3,10.758,0.09,0.093
"26","white_reef","WR087","3/27/2025",1,5.05,5.05,5.05,5.05,5.05,25.5025,0.0392118419762768,9.33,8.425,0.368,0.119
"27","white_reef","WR087","3/27/2025",2,0.7,1.09,0.67,1.08,0.885,0.783225,1.27677231957611,9.33,8.425,0.368,0.119
"28","white_reef","WR087","3/27/2025",3,2.9,3.15,2.7,2.9,2.9125,8.48265625,0.117887601539907,9.33,8.425,0.368,0.119
"29","white_reef","WR087","3/27/2025",4,1.74,1.82,5.05,3,2.9025,8.42450625,0.118701318549084,9.33,8.425,0.368,0.119
"30","white_reef","WR087","3/27/2025",5,1.82,0.99,2,2.63,1.86,3.4596,0.289050757312984,9.33,8.425,0.368,0.119
"31","white_reef","WR102","3/27/2025",1,0.4,0.82,0.3,0.43,0.4875,0.23765625,4.2077580539119,4.847,2.28,1.105,0.439
"32","white_reef","WR102","3/27/2025",2,2.28,1.77,2.41,7.32,3.445,11.868025,0.0842600179895138,4.847,2.28,1.105,0.439
"33","white_reef","WR102","3/27/2025",3,0.76,6.97,0.88,2.96,2.8925,8.36655625,0.11952348972733,4.847,2.28,1.105,0.439
"34","white_reef","WR102","3/27/2025",4,1.14,1.25,2.1,1.55,1.51,2.2801,0.438577255383536,4.847,2.28,1.105,0.439
"35","white_reef","WR102","3/27/2025",5,1.28,1.16,1.87,0.56,1.2175,1.48230625,0.674624423933988,4.847,2.28,1.105,0.439
"36","white_reef","WR121","3/27/2025",1,0.7,1.83,3.6,6,3.0325,9.19605625,0.10874226655584,6.513,5.233,0.286,0.191
"37","white_reef","WR121","3/27/2025",2,0.41,9.09,1.91,3.24,3.6625,13.41390625,0.0745494997029668,6.513,5.233,0.286,0.191
"38","white_reef","WR121","3/27/2025",3,3.04,1.92,1.07,1.35,1.845,3.404025,0.29376987536813,6.513,5.233,0.286,0.191
"39","white_reef","WR121","3/27/2025",4,1.66,1.17,4.1,2.22,2.2875,5.23265625,0.191107527844964,6.513,5.233,0.286,0.191
"40","white_reef","WR121","3/27/2025",5,1.88,0.89,0.91,0.91,1.1475,1.31675625,0.759441999990507,6.513,5.233,0.286,0.191
"41","paradise_canyon","PC009","3/31/2025",1,1.87,6,5.93,0.87,3.6675,13.45055625,0.074346367645576,4.911,3.195,0.332,0.313
"42","paradise_canyon","PC009","3/31/2025",2,0.8,2.05,1.35,1.43,1.4075,1.98105625,0.504781224662349,4.911,3.195,0.332,0.313
"43","paradise_canyon","PC009","3/31/2025",3,1.4,1.22,1.61,1.34,1.3925,1.93905625,0.515714796824486,4.911,3.195,0.332,0.313
"44","paradise_canyon","PC009","3/31/2025",4,1.6,2.86,1.89,1.64,1.9975,3.99000625,0.250626173831181,4.911,3.195,0.332,0.313
"45","paradise_canyon","PC009","3/31/2025",5,2,1.61,1.37,2.17,1.7875,3.19515625,0.312973739547166,4.911,3.195,0.332,0.313
"46","paradise_canyon","PC015","3/31/2025",1,3.36,0.77,2.27,1.73,2.0325,4.13105625,0.24206884135262,3.886,4.131,0.321,0.242
"47","paradise_canyon","PC015","3/31/2025",2,2.13,1.54,1.05,0.8,1.38,1.9044,0.525099768956102,3.886,4.131,0.321,0.242
"48","paradise_canyon","PC015","3/31/2025",3,3.41,2.61,2,1.62,2.41,5.8081,0.172173344122863,3.886,4.131,0.321,0.242
"49","paradise_canyon","PC015","3/31/2025",4,1.88,0.44,1.73,1.68,1.4325,2.05205625,0.487316076252783,3.886,4.131,0.321,0.242
"50","paradise_canyon","PC015","3/31/2025",5,3.08,3.2,1.55,1.58,2.3525,5.53425625,0.180692753430057,3.886,4.131,0.321,0.242
"51","sun_river","SR015","3/31/2025",1,2.3,0.97,2.1,0.78,1.5375,2.36390625,0.423028620530108,13.434,4.951,0.208,0.202
"52","sun_river","SR015","3/31/2025",2,6.44,5.05,4.28,6,5.4425,29.62080625,0.0337600533746444,13.434,4.951,0.208,0.202
"53","sun_river","SR015","3/31/2025",3,2.66,3.59,1.26,1.39,2.225,4.950625,0.201994697639187,13.434,4.951,0.208,0.202
"54","sun_river","SR015","3/31/2025",4,2,1.27,2.36,1.19,1.705,2.907025,0.343994289694791,13.434,4.951,0.208,0.202
"55","sun_river","SR015","3/31/2025",5,6.97,5.05,2.47,6.42,5.2275,27.32675625,0.0365941713261339,13.434,4.951,0.208,0.202
"56","sun_river","SR031","3/31/2025",1,1.53,1.5,2.72,1.35,1.775,3.150625,0.317397341797262,2.597,2.024,0.589,0.494
"57","sun_river","SR031","3/31/2025",2,0.7,1.02,2.16,1.81,1.4225,2.02350625,0.494191703139044,2.597,2.024,0.589,0.494
"58","sun_river","SR031","3/31/2025",3,0.84,1.48,0.94,1.05,1.0775,1.16100625,0.861321805976497,2.597,2.024,0.589,0.494
"59","sun_river","SR031","3/31/2025",4,2.09,3.21,1.52,2.76,2.395,5.736025,0.174336757597814,2.597,2.024,0.589,0.494
"60","sun_river","SR031","3/31/2025",5,0.93,0.74,1.25,0.9,0.955,0.912025,1.09646117156876,2.597,2.024,0.589,0.494
"61","cove_wash","CW065","4/1/2025",1,1.36,0.7,0.83,1.41,1.075,1.155625,0.865332612222823,2.014,1.34,0.651,0.746
"62","cove_wash","CW065","4/1/2025",2,1.17,1.3,1.03,1.13,1.1575,1.33980625,0.746376574971195,2.014,1.34,0.651,0.746
"63","cove_wash","CW065","4/1/2025",3,1.44,0.69,0.98,1.24,1.0875,1.18265625,0.845554234377065,2.014,1.34,0.651,0.746
"64","cove_wash","CW065","4/1/2025",4,2.23,1.01,1.23,0.77,1.31,1.7161,0.582716624905309,2.014,1.34,0.651,0.746
"65","cove_wash","CW065","4/1/2025",5,2.12,0.55,0.93,5.05,2.1625,4.67640625,0.213839419960573,2.014,1.34,0.651,0.746
"66","cove_wash","CW070","4/1/2025",1,1.1,1.3,2,1.25,1.4125,1.99515625,0.501213877359229,1.719,1.651,0.661,0.606
"67","cove_wash","CW070","4/1/2025",2,0.86,0.95,1.06,1,0.9675,0.93605625,1.06831186694176,1.719,1.651,0.661,0.606
"68","cove_wash","CW070","4/1/2025",3,3.06,1.18,1.35,0.97,1.64,2.6896,0.37180249851279,1.719,1.651,0.661,0.606
"69","cove_wash","CW070","4/1/2025",4,1.32,0.82,1.1,1.36,1.15,1.3225,0.756143667296786,1.719,1.651,0.661,0.606
"70","cove_wash","CW070","4/1/2025",5,1.5,1.6,1.04,1,1.285,1.651225,0.605610985783282,1.719,1.651,0.661,0.606
"71","turkey_farm","TF015","4/1/2025",1,1.63,5.49,3.18,3.38,3.42,11.6964,0.0854963920522554,3.804,1.988,0.604,0.503
"72","turkey_farm","TF015","4/1/2025",2,1.1,1.2,0.7,0.68,0.92,0.8464,1.18147448015123,3.804,1.988,0.604,0.503
"73","turkey_farm","TF015","4/1/2025",3,1.33,0.59,2.19,1.53,1.41,1.9881,0.502992807202857,3.804,1.988,0.604,0.503
"74","turkey_farm","TF015","4/1/2025",4,2.05,1.37,3.04,0.97,1.8575,3.45030625,0.28982934485888,3.804,1.988,0.604,0.503
"75","turkey_farm","TF015","4/1/2025",5,0.9,1.24,0.99,0.95,1.02,1.0404,0.961168781237985,3.804,1.988,0.604,0.503
"76","turkey_farm","TF045","4/1/2025",1,1.99,3.68,3.78,3.29,3.185,10.144225,0.0985782551155953,3.984,2.576,0.363,0.388
"77","turkey_farm","TF045","4/1/2025",2,1.76,0.91,1.4,1.21,1.32,1.7424,0.573921028466483,3.984,2.576,0.363,0.388
"78","turkey_farm","TF045","4/1/2025",3,3.16,0.63,0.67,1.59,1.5125,2.28765625,0.437128611433645,3.984,2.576,0.363,0.388
"79","turkey_farm","TF045","4/1/2025",4,1.44,1.42,1.18,2.38,1.605,2.576025,0.38819499034365,3.984,2.576,0.363,0.388
"80","turkey_farm","TF045","4/1/2025",5,2.35,3.3,0.88,0.59,1.78,3.1684,0.31561671506123,3.984,2.576,0.363,0.388
"81","turkey_farm","TF060","4/1/2025",1,5.05,2,2.1,1.68,2.7075,7.33055625,0.136415295906092,4.372,3.404,0.321,0.294
"82","turkey_farm","TF060","4/1/2025",2,3.08,1.59,1.5,1.21,1.845,3.404025,0.29376987536813,4.372,3.404,0.321,0.294
"83","turkey_farm","TF060","4/1/2025",3,2,1.4,1.38,1.38,1.54,2.3716,0.42165626581211,4.372,3.404,0.321,0.294
"84","turkey_farm","TF060","4/1/2025",4,4,3.6,1.76,1.32,2.67,7.1289,0.140274095582769,4.372,3.404,0.321,0.294
"85","turkey_farm","TF060","4/1/2025",5,0.9,1.65,1.35,1.2,1.275,1.625625,0.615148019992311,4.372,3.404,0.321,0.294
"86","turkey_farm","TF064","4/1/2025",1,3.54,2.62,2.31,1.61,2.52,6.3504,0.157470395565634,2.908,2.379,0.614,0.42
"87","turkey_farm","TF064","4/1/2025",2,1.26,2.17,1.54,1.2,1.5425,2.37930625,0.42029057839864,2.908,2.379,0.614,0.42
"88","turkey_farm","TF064","4/1/2025",3,1.59,1.91,1.99,2.47,1.99,3.9601,0.252518875785965,2.908,2.379,0.614,0.42
"89","turkey_farm","TF064","4/1/2025",4,0.63,0.79,0.56,1.49,0.8675,0.75255625,1.32880432525808,2.908,2.379,0.614,0.42
"90","turkey_farm","TF064","4/1/2025",5,0.77,0.83,1.08,1.51,1.0475,1.09725625,0.911364141238658,2.908,2.379,0.614,0.42
"91","sun_river","SR064","4/2/2025",1,3.24,3.13,2.08,0.93,2.345,5.499025,0.181850418937903,6.347,3.582,0.506,0.279
"92","sun_river","SR064","4/2/2025",2,1.9,0.55,2,3.12,1.8925,3.58155625,0.279208235246899,6.347,3.582,0.506,0.279
"93","sun_river","SR064","4/2/2025",3,1.23,0.94,0.69,0.63,0.8725,0.76125625,1.3136181147938,6.347,3.582,0.506,0.279
"94","sun_river","SR064","4/2/2025",4,5.05,2.4,7.73,2.92,4.525,20.475625,0.0488385580415738,6.347,3.582,0.506,0.279
"95","sun_river","SR064","4/2/2025",5,1.18,0.85,0.73,2,1.19,1.4161,0.706164818868724,6.347,3.582,0.506,0.279
"96","sun_river","SR084","4/2/2025",1,4.19,3.64,0.94,1.37,2.535,6.426225,0.155612354064789,6.076,6.426,0.199,0.156
"97","sun_river","SR084","4/2/2025",2,2.44,1.64,1.35,1.75,1.795,3.222025,0.310363823992675,6.076,6.426,0.199,0.156
"98","sun_river","SR084","4/2/2025",3,2.58,2.25,3.97,2.26,2.765,7.645225,0.130800597758732,6.076,6.426,0.199,0.156
"99","sun_river","SR084","4/2/2025",4,2.32,3.63,1.73,4.76,3.11,9.6721,0.103390163459848,6.076,6.426,0.199,0.156
"100","sun_river","SR084","4/2/2025",5,1.95,2.12,1.04,2.28,1.8475,3.41325625,0.292975366264985,6.076,6.426,0.199,0.156
"101","turkey_farm","TF050","4/2/2025",1,1.36,0.61,3.85,1.59,1.8525,3.43175625,0.291395987113012,14.707,6.93,0.754,0.144
"102","turkey_farm","TF050","4/2/2025",2,0.33,0.55,0.43,0.91,0.555,0.308025,3.24648973297622,14.707,6.93,0.754,0.144
"103","turkey_farm","TF050","4/2/2025",3,9.6,7.3,3.5,7.28,6.92,47.8864,0.0208827558555247,14.707,6.93,0.754,0.144
"104","turkey_farm","TF050","4/2/2025",4,1.7,4.65,2.65,1.53,2.6325,6.93005625,0.144298973042246,14.707,6.93,0.754,0.144
"105","turkey_farm","TF050","4/2/2025",5,3.01,2.26,7.15,3.06,3.87,14.9769,0.0667694916838598,14.707,6.93,0.754,0.144
"106","turkey_farm","TF103","4/2/2025",1,1.28,1.51,0.92,2.03,1.435,2.059225,0.485619589894256,3.412,2.074,0.496,0.482
"107","turkey_farm","TF103","4/2/2025",2,2.93,1.31,1.54,1.1,1.72,2.9584,0.33802055164954,3.412,2.074,0.496,0.482
"108","turkey_farm","TF103","4/2/2025",3,1.44,1.63,0.97,1.72,1.44,2.0736,0.482253086419753,3.412,2.074,0.496,0.482
"109","turkey_farm","TF103","4/2/2025",4,3.71,5,1.46,1.85,3.005,9.030025,0.110741664613332,3.412,2.074,0.496,0.482
"110","turkey_farm","TF103","4/2/2025",5,1.2,1.15,0.67,0.86,0.97,0.9409,1.06281220108407,3.412,2.074,0.496,0.482
"111","turkey_farm","TF109","4/2/2025",1,1.41,1.44,1.04,1.84,1.4325,2.05205625,0.487316076252783,1.296,1.488,1.245,0.672
"112","turkey_farm","TF109","4/2/2025",2,0.59,2.25,1.9,0.97,1.4275,2.03775625,0.490735827702651,1.296,1.488,1.245,0.672
"113","turkey_farm","TF109","4/2/2025",3,0.85,0.52,0.6,0.47,0.61,0.3721,2.68744961031981,1.296,1.488,1.245,0.672
"114","turkey_farm","TF109","4/2/2025",4,0.46,0.56,0.91,0.98,0.7275,0.52925625,1.88944391303834,1.296,1.488,1.245,0.672
"115","turkey_farm","TF109","4/2/2025",5,0.5,0.88,0.36,3.14,1.22,1.4884,0.671862402579952,1.296,1.488,1.245,0.672
"116","turkey_farm","TF148","4/2/2025",1,1.53,2.03,1.01,1.57,1.535,2.356225,0.424407686023194,4.608,2.356,0.36,0.424
"117","turkey_farm","TF148","4/2/2025",2,2.72,1.67,3.12,6.35,3.465,12.006225,0.0832901265801699,4.608,2.356,0.36,0.424
"118","turkey_farm","TF148","4/2/2025",3,1.76,1.59,1.91,3.68,2.235,4.995225,0.200191182579363,4.608,2.356,0.36,0.424
"119","turkey_farm","TF148","4/2/2025",4,1.18,1.73,1.29,1.06,1.315,1.729225,0.578293744307421,4.608,2.356,0.36,0.424
"120","turkey_farm","TF148","4/2/2025",5,0.99,2.28,1.27,1.05,1.3975,1.95300625,0.512031131492795,4.608,2.356,0.36,0.424
"121","paradise_canyon","PC028","4/3/2025",1,1.32,2.1,1.46,1.04,1.48,2.1904,0.456537618699781,1.689,1.658,0.609,0.603
"122","paradise_canyon","PC028","4/3/2025",2,1.4,2.04,1.04,0.75,1.3075,1.70955625,0.584947117124692,1.689,1.658,0.609,0.603
"123","paradise_canyon","PC028","4/3/2025",3,1.21,0.71,1.92,1.21,1.2625,1.59390625,0.627389471620429,1.689,1.658,0.609,0.603
"124","paradise_canyon","PC028","4/3/2025",4,0.65,0.62,1.69,1.59,1.1375,1.29390625,0.772853520106268,1.689,1.658,0.609,0.603
"125","paradise_canyon","PC028","4/3/2025",5,1.11,2.11,1.16,0.77,1.2875,1.65765625,0.603261381845603,1.689,1.658,0.609,0.603
"126","paradise_canyon","PC124","4/3/2025",1,1.44,1.37,0.84,2.41,1.515,2.295225,0.435687133069743,2.145,2.009,0.541,0.498
"127","paradise_canyon","PC124","4/3/2025",2,1.12,1.65,1.39,0.53,1.1725,1.37475625,0.727401675751611,2.145,2.009,0.541,0.498
"128","paradise_canyon","PC124","4/3/2025",3,1.7,2.39,2.29,1.38,1.94,3.7636,0.265703050271017,2.145,2.009,0.541,0.498
"129","paradise_canyon","PC124","4/3/2025",4,1.79,1.06,1.26,1.56,1.4175,2.00930625,0.497684213145706,2.145,2.009,0.541,0.498
"130","paradise_canyon","PC124","4/3/2025",5,1.06,2.04,0.76,0.67,1.1325,1.28255625,0.779692898459619,2.145,2.009,0.541,0.498
"131","fort_pearce","FP001","4/4/2025",1,1.08,2.76,3.06,5.71,3.1525,9.93825625,0.100621273475415,4.503,2.183,0.397,0.458
"132","fort_pearce","FP001","4/4/2025",2,0.96,1.64,5.15,3.01,2.69,7.2361,0.138195989552383,4.503,2.183,0.397,0.458
"133","fort_pearce","FP001","4/4/2025",3,1.59,1.28,0.92,1.57,1.34,1.7956,0.556916907997327,4.503,2.183,0.397,0.458
"134","fort_pearce","FP001","4/4/2025",4,1.12,1.03,0.66,1.86,1.1675,1.36305625,0.733645438330223,4.503,2.183,0.397,0.458
"135","fort_pearce","FP001","4/4/2025",5,2.07,0.94,1.31,1.59,1.4775,2.18300625,0.458083892338833,4.503,2.183,0.397,0.458
"136","fort_pearce","FP109","4/4/2025",1,8.5,7.35,8.83,5.05,7.4325,55.24205625,0.0181021502073432,16.162,1.538,0.674,0.65
"137","fort_pearce","FP109","4/4/2025",2,4.49,7.15,2.75,4.53,4.73,22.3729,0.044696932449526,16.162,1.538,0.674,0.65
"138","fort_pearce","FP109","4/4/2025",3,0.6,1.34,1.7,1.32,1.24,1.5376,0.650364203954214,16.162,1.538,0.674,0.65
"139","fort_pearce","FP109","4/4/2025",4,0.96,1.21,1.21,0.78,1.04,1.0816,0.924556213017751,16.162,1.538,0.674,0.65
"140","fort_pearce","FP109","4/4/2025",5,0.75,0.58,0.83,0.88,0.76,0.5776,1.73130193905817,16.162,1.538,0.674,0.65
"141","paradise_canyon","PC043","4/5/2025",1,1.72,2.58,1.73,1.16,1.7975,3.23100625,0.309501103564872,11.962,7.467,0.143,0.134
"142","paradise_canyon","PC043","4/5/2025",2,1.33,2.81,3.83,4.32,3.0725,9.44025625,0.105929327924758,11.962,7.467,0.143,0.134
"143","paradise_canyon","PC043","4/5/2025",3,3.69,1.94,3.36,1.92,2.7275,7.43925625,0.134422039837652,11.962,7.467,0.143,0.134
"144","paradise_canyon","PC043","4/5/2025",4,2.29,3.92,3.48,1.24,2.7325,7.46655625,0.133930551986399,11.962,7.467,0.143,0.134
"145","paradise_canyon","PC043","4/5/2025",5,9.58,3.51,4.96,4.66,5.6775,32.23400625,0.0310231372496554,11.962,7.467,0.143,0.134
"146","paradise_canyon","PC104","4/5/2025",1,1.26,1.23,2.54,1.11,1.535,2.356225,0.424407686023194,3.961,2.356,0.425,0.424
"147","paradise_canyon","PC104","4/5/2025",2,1.81,1.43,1.76,1.04,1.51,2.2801,0.438577255383536,3.961,2.356,0.425,0.424
"148","paradise_canyon","PC104","4/5/2025",3,0.83,1.3,0.81,1.33,1.0675,1.13955625,0.877534566635039,3.961,2.356,0.425,0.424
"149","paradise_canyon","PC104","4/5/2025",4,2.84,3.34,2.94,3.88,3.25,10.5625,0.0946745562130177,3.961,2.356,0.425,0.424
"150","paradise_canyon","PC104","4/5/2025",5,0.94,2.76,1.07,2.68,1.8625,3.46890625,0.288275302914283,3.961,2.356,0.425,0.424
"151","paradise_canyon","PC121","4/5/2025",1,2,1.3,1.26,1.35,1.4775,2.18300625,0.458083892338833,2.725,2.831,0.426,0.353
"152","paradise_canyon","PC121","4/5/2025",2,1.25,1.86,2.33,1.29,1.6825,2.83080625,0.353256249875808,2.725,2.831,0.426,0.353
"153","paradise_canyon","PC121","4/5/2025",3,1.3,1.76,2.18,2.3,1.885,3.553225,0.281434471501242,2.725,2.831,0.426,0.353
"154","paradise_canyon","PC121","4/5/2025",4,0.87,2.55,1.46,2.88,1.94,3.7636,0.265703050271017,2.725,2.831,0.426,0.353
"155","paradise_canyon","PC121","4/5/2025",5,1.31,1.19,0.98,1.07,1.1375,1.29390625,0.772853520106268,2.725,2.831,0.426,0.353
"156","white_reef","WR008","4/6/2025",1,1.09,0.61,0.83,0.54,0.7675,0.58905625,1.69763074409278,1.336,1.562,0.936,0.64
"157","white_reef","WR008","4/6/2025",2,2,3.13,0.33,0.3,1.44,2.0736,0.482253086419753,1.336,1.562,0.936,0.64
"158","white_reef","WR008","4/6/2025",3,1.6,2.1,0.64,0.66,1.25,1.5625,0.64,1.336,1.562,0.936,0.64
"159","white_reef","WR008","4/6/2025",4,0.81,1.18,1.29,1.87,1.2875,1.65765625,0.603261381845603,1.336,1.562,0.936,0.64
"160","white_reef","WR008","4/6/2025",5,0.8,0.95,1.06,0.76,0.8925,0.79655625,1.25540412243329,1.336,1.562,0.936,0.64
"161","white_reef","WR048","4/6/2025",1,1.56,2.29,2.64,2.23,2.18,4.7524,0.21041999831664,16.809,6.786,0.13,0.147
"162","white_reef","WR048","4/6/2025",2,4.01,1.78,2.44,2.19,2.605,6.786025,0.147361673439164,16.809,6.786,0.13,0.147
"163","white_reef","WR048","4/6/2025",3,3.03,1.49,5.36,3.52,3.35,11.2225,0.0891067052795723,16.809,6.786,0.13,0.147
"164","white_reef","WR048","4/6/2025",4,0.64,2.68,1.92,4,2.31,5.3361,0.187402784805382,16.809,6.786,0.13,0.147
"165","white_reef","WR048","4/6/2025",5,5.05,9.27,7.19,8.41,7.48,55.9504,0.0178729732048386,16.809,6.786,0.13,0.147
"166","white_reef","WR112","4/6/2025",1,4.04,2.72,8.13,2.42,4.3275,18.72725625,0.0533981052349834,18.552,18.727,0.225,0.053
"167","white_reef","WR112","4/6/2025",2,6.39,5.05,4.53,5.08,5.2625,27.69390625,0.0361090266924696,18.552,18.727,0.225,0.053
"168","white_reef","WR112","4/6/2025",3,8.24,5.05,9.7,3.03,6.505,42.315025,0.0236322677346876,18.552,18.727,0.225,0.053
"169","white_reef","WR112","4/6/2025",4,1.84,0.98,1.83,0.64,1.3225,1.74900625,0.571753245593033,18.552,18.727,0.225,0.053
"170","white_reef","WR112","4/6/2025",5,1.44,1.57,0.91,2.11,1.5075,2.27255625,0.440033112491715,18.552,18.727,0.225,0.053
"171","white_reef","WR120","4/6/2025",1,3.48,0.87,4,0.98,2.3325,5.44055625,0.183804735039731,10.322,11.391,0.109,0.088
"172","white_reef","WR120","4/6/2025",2,2.6,0.53,5.05,6.42,3.65,13.3225,0.0750609870519797,10.322,11.391,0.109,0.088
"173","white_reef","WR120","4/6/2025",3,5.05,2.47,2.8,3.18,3.375,11.390625,0.0877914951989026,10.322,11.391,0.109,0.088
"174","white_reef","WR120","4/6/2025",4,1.53,3.1,5.05,5.05,3.6825,13.56080625,0.0737419281394128,10.322,11.391,0.109,0.088
"175","white_reef","WR120","4/6/2025",5,5.92,1.42,2.2,1.7,2.81,7.8961,0.126644799331315,10.322,11.391,0.109,0.088
"176","cove_wash","CW149","4/7/2025",1,2.38,1.21,2.41,1.39,1.8475,3.41325625,0.292975366264985,3.433,2.899,0.32,0.345
"177","cove_wash","CW149","4/7/2025",2,2.19,1.14,1.3,1.63,1.565,2.449225,0.40829241903051,3.433,2.899,0.32,0.345
"178","cove_wash","CW149","4/7/2025",3,1.12,1.16,3.13,1.4,1.7025,2.89850625,0.345005293674975,3.433,2.899,0.32,0.345
"179","cove_wash","CW149","4/7/2025",4,1.08,3.1,3.68,1.77,2.4075,5.79605625,0.1725311068194,3.433,2.899,0.32,0.345
"180","cove_wash","CW149","4/7/2025",5,1.26,0.96,1.03,3.21,1.615,2.608225,0.383402505535374,3.433,2.899,0.32,0.345
"181","cove_wash","CW037","4/7/2025",1,2.56,1.31,2.9,2.48,2.3125,5.34765625,0.18699780861943,3.375,2.739,0.335,0.365
"182","cove_wash","CW037","4/7/2025",2,1.16,0.87,2.86,1.73,1.655,2.739025,0.365093418278402,3.375,2.739,0.335,0.365
"183","cove_wash","CW037","4/7/2025",3,0.93,1.76,0.97,4.62,2.07,4.2849,0.233377675091601,3.375,2.739,0.335,0.365
"184","cove_wash","CW037","4/7/2025",4,1.78,1.16,1.32,1.61,1.4675,2.15355625,0.464348214726223,3.375,2.739,0.335,0.365
"185","cove_wash","CW037","4/7/2025",5,1.31,1.39,1.1,2.33,1.5325,2.34855625,0.42579350611679,3.375,2.739,0.335,0.365
"186","cove_wash","CW015","4/7/2025",1,1.13,1.79,1.19,1.34,1.3625,1.85640625,0.538675195690598,1.818,1.21,0.695,0.826
"187","cove_wash","CW015","4/7/2025",2,1.33,1.08,0.81,0.81,1.0075,1.01505625,0.985167078179165,1.818,1.21,0.695,0.826
"188","cove_wash","CW015","4/7/2025",3,1.29,1.97,2.05,2.54,1.9625,3.85140625,0.259645421720962,1.818,1.21,0.695,0.826
"189","cove_wash","CW015","4/7/2025",4,0.57,0.9,0.88,1.95,1.075,1.155625,0.865332612222823,1.818,1.21,0.695,0.826
"190","cove_wash","CW015","4/7/2025",5,1.52,0.8,0.98,1.1,1.1,1.21,0.826446280991735,1.818,1.21,0.695,0.826
"191","cove_wash","CW071","4/7/2025",1,2.19,3.09,2.18,2.44,2.475,6.125625,0.163248648097133,6.003,5.153,0.3,0.194
"192","cove_wash","CW071","4/7/2025",2,1.48,1.22,1.37,1.2,1.3175,1.73580625,0.576101163364287,6.003,5.153,0.3,0.194
