"","site_id","tran_id","date","col_point","1_dist","2_dist","3_dist","4_dist","point_mean_dist","point_mean_area","point_density","shr_m_area","shr_med_area","shr_m_density","shr_med_density"
"1280","fort_pearce","NFP099","5/29/2025",4,1.35,0.88,3.26,5.05,2.635,6.943225,0.144025290841072,4.31,3.735,0.468,0.268
"1281","fort_pearce","NFP099","5/29/2025",5,1.36,0.42,0.65,1.13,0.89,0.7921,1.26246686024492,4.31,3.735,0.468,0.268
"1282","fort_pearce","NFP002","5/29/2025",1,0.75,0.68,1.37,1.46,1.065,1.134225,0.881659282770174,5.37,2.151,0.547,0.572
"1283","fort_pearce","NFP002","5/29/2025",2,1.91,5.05,3.87,4.42,3.8125,14.53515625,0.068798710024187,5.37,2.151,0.547,0.572
"1284","fort_pearce","NFP002","5/29/2025",3,1.61,0.61,0.5,1.09,0.9525,0.90725625,1.10222442667108,5.37,2.151,0.547,0.572
"1285","fort_pearce","NFP002","5/29/2025",4,1.04,1.14,1.11,1.13,1.105,1.221025,0.818984050285621,5.37,2.151,0.547,0.572
"1286","fort_pearce","NFP002","5/29/2025",5,1.72,1.9,1.8,1.6,1.755,3.080025,0.324672689345054,5.37,2.151,0.547,0.572
"1287","fort_pearce","NFP002","5/29/2025",6,5.05,1.34,5.05,2.03,3.3675,11.34005625,0.0881829841011591,5.37,2.151,0.547,0.572
"1288","fort_pearce","FP078","5/29/2025",1,0.73,2.45,1.16,2.33,1.6675,2.78055625,0.359640269820112,3.095,2.781,0.429,0.36
"1289","fort_pearce","FP078","5/29/2025",2,1.35,0.95,1.09,1.49,1.22,1.4884,0.671862402579952,3.095,2.781,0.429,0.36
"1290","fort_pearce","FP078","5/29/2025",3,1.26,2.8,1.31,3.84,2.3025,5.30150625,0.188625638232531,3.095,2.781,0.429,0.36
"1291","fort_pearce","FP078","5/29/2025",4,0.56,1.4,0.76,2.05,1.1925,1.42205625,0.703207063714955,3.095,2.781,0.429,0.36
"1292","fort_pearce","FP078","5/29/2025",5,2.73,2.84,1.44,1.46,2.1175,4.48380625,0.22302480175186,3.095,2.781,0.429,0.36
"1293","fort_pearce","NFP045","5/29/2025",1,5.05,1.2,1.45,4.81,3.1275,9.78125625,0.102236356398494,3.788,2.25,0.419,0.444
"1294","fort_pearce","NFP045","5/29/2025",2,2.34,2.69,1.23,1.18,1.86,3.4596,0.289050757312984,3.788,2.25,0.419,0.444
"1295","fort_pearce","NFP045","5/29/2025",3,1.03,1.42,0.78,2.71,1.485,2.205225,0.453468466936481,3.788,2.25,0.419,0.444
"1296","fort_pearce","NFP045","5/29/2025",4,1.52,0.71,0.8,1.43,1.115,1.243225,0.804359629190211,3.788,2.25,0.419,0.444
"1297","fort_pearce","NFP045","5/29/2025",5,1.35,1.77,1.26,1.62,1.5,2.25,0.444444444444444,3.788,2.25,0.419,0.444
"1298","fort_pearce","NFP005","5/29/2025",1,0.85,0.78,1.29,1.66,1.145,1.311025,0.762761961061002,2.453,1.736,0.507,0.576
"1299","fort_pearce","NFP005","5/29/2025",2,1.95,1.67,3.01,2.05,2.17,4.7089,0.212363821699335,2.453,1.736,0.507,0.576
"1300","fort_pearce","NFP005","5/29/2025",3,1.25,0.91,0.89,1.92,1.2425,1.54380625,0.64774967713727,2.453,1.736,0.507,0.576
"1301","fort_pearce","NFP005","5/29/2025",4,1.24,3.32,0.83,1.5,1.7225,2.96700625,0.337040071958055,2.453,1.736,0.507,0.576
"1302","fort_pearce","NFP005","5/29/2025",5,1.04,1.15,1.1,1.98,1.3175,1.73580625,0.576101163364287,2.453,1.736,0.507,0.576
"1303","fort_pearce","NFP015","5/29/2025",1,1.58,1.47,0.98,2.68,1.6775,2.81400625,0.355365237728239,2.133,2.52,0.538,0.397
"1304","fort_pearce","NFP015","5/29/2025",2,1.62,1.56,1.42,1.84,1.61,2.5921,0.385787585355503,2.133,2.52,0.538,0.397
"1305","fort_pearce","NFP015","5/29/2025",3,0.71,0.6,2.52,1.39,1.305,1.703025,0.587190440539628,2.133,2.52,0.538,0.397
"1306","fort_pearce","NFP015","5/29/2025",4,0.62,0.92,1.08,1.45,1.0175,1.03530625,0.965897771794578,2.133,2.52,0.538,0.397
"1307","fort_pearce","NFP015","5/29/2025",5,1.03,1.93,0.94,2.45,1.5875,2.52015625,0.396800793601587,2.133,2.52,0.538,0.397
"1308","paradise_canyon","PC020","5/30/2025",1,2.7,1.73,4.21,1.72,2.59,6.7081,0.149073508146867,8.19,6.708,0.185,0.149
"1309","paradise_canyon","PC020","5/30/2025",2,2.46,0.78,0.95,1.99,1.545,2.387025,0.418931515170557,8.19,6.708,0.185,0.149
"1310","paradise_canyon","PC020","5/30/2025",3,5.05,5.05,1.07,5.05,4.055,16.443025,0.0608160603052054,8.19,6.708,0.185,0.149
"1311","paradise_canyon","PC020","5/30/2025",4,2.22,5.05,0.61,5.05,3.2325,10.44905625,0.0957024228862774,8.19,6.708,0.185,0.149
"1312","paradise_canyon","PC020","5/30/2025",5,2.33,2.24,1.85,2.49,2.2275,4.96175625,0.201541540860658,8.19,6.708,0.185,0.149
"1313","paradise_canyon","PC123","5/30/2025",1,1.57,1.59,1.3,1.19,1.4125,1.99515625,0.501213877359229,7.064,3.195,0.348,0.313
"1314","paradise_canyon","PC123","5/30/2025",2,1.47,0.39,1.98,0.71,1.1375,1.29390625,0.772853520106268,7.064,3.195,0.348,0.313
"1315","paradise_canyon","PC123","5/30/2025",3,5.05,5.05,2.07,5.05,4.305,18.533025,0.0539577322104729,7.064,3.195,0.348,0.313
"1316","paradise_canyon","PC123","5/30/2025",4,1.43,2.46,1.34,1.92,1.7875,3.19515625,0.312973739547166,7.064,3.195,0.348,0.313
"1317","paradise_canyon","PC123","5/30/2025",5,1.55,5.05,1.19,5.05,3.21,10.3041,0.0970487475859124,7.064,3.195,0.348,0.313
"1318","paradise_canyon","PC137","5/30/2025",1,5.05,1.86,1.71,3.64,3.065,9.394225,0.106448376529197,8.52,7.223,0.157,0.152
"1319","paradise_canyon","PC137","5/30/2025",2,1.82,1.57,2.64,2.02,2.0125,4.05015625,0.246904054627522,8.52,7.223,0.157,0.152
"1320","paradise_canyon","PC137","5/30/2025",3,0.91,0.73,2.22,4.18,2.01,4.0401,0.24751862577659,8.52,7.223,0.157,0.152
"1321","paradise_canyon","PC137","5/30/2025",4,2.44,5.05,2.28,4.87,3.66,13.3956,0.0746513780644391,8.52,7.223,0.157,0.152
"1322","paradise_canyon","PC137","5/30/2025",5,3.8,5.05,1.69,5.05,3.8975,15.19050625,0.0658305907349204,8.52,7.223,0.157,0.152
"1323","paradise_canyon","PC137","5/30/2025",6,2,2.32,1.99,2.68,2.2475,5.05125625,0.197970554354672,8.52,7.223,0.157,0.152
"1324","paradise_canyon","PC095","5/30/2025",1,1.12,2.96,3.53,0.96,2.1425,4.59030625,0.217850388522552,4.262,4.08,0.314,0.246
"1325","paradise_canyon","PC095","5/30/2025",2,0.99,2.9,3.05,5.05,2.9975,8.98500625,0.111296528035248,4.262,4.08,0.314,0.246
"1326","paradise_canyon","PC095","5/30/2025",3,2.53,1.22,1.83,2.78,2.09,4.3681,0.228932487809345,4.262,4.08,0.314,0.246
"1327","paradise_canyon","PC095","5/30/2025",4,1.25,0.71,1,2.96,1.48,2.1904,0.456537618699781,4.262,4.08,0.314,0.246
"1328","paradise_canyon","PC095","5/30/2025",5,1.09,1.54,1.27,1.23,1.2825,1.64480625,0.607974343482705,4.262,4.08,0.314,0.246
"1329","paradise_canyon","PC095","5/30/2025",6,1.79,1.27,2.9,1.83,1.9475,3.79275625,0.263660497560316,4.262,4.08,0.314,0.246
"1330","paradise_canyon","PC122","5/30/2025",1,3.16,2.3,1.69,2.86,2.5025,6.26250625,0.159680479360799,7.684,2.806,0.319,0.356
"1331","paradise_canyon","PC122","5/30/2025",2,2.18,1.31,1.02,1.13,1.41,1.9881,0.502992807202857,7.684,2.806,0.319,0.356
"1332","paradise_canyon","PC122","5/30/2025",3,0.96,1.24,1.4,1.86,1.365,1.863225,0.53670383340713,7.684,2.806,0.319,0.356
"1333","paradise_canyon","PC122","5/30/2025",4,1.49,1.33,1.91,1.97,1.675,2.805625,0.356426821118289,7.684,2.806,0.319,0.356
"1334","paradise_canyon","PC122","5/30/2025",5,5.05,5.05,5.05,5.05,5.05,25.5025,0.0392118419762768,7.684,2.806,0.319,0.356
"1335","paradise_canyon","PC089","5/31/2025",1,5.05,1,1.02,2.65,2.43,5.9049,0.169350878084303,11.133,5.905,0.18,0.169
"1336","paradise_canyon","PC089","5/31/2025",2,1.8,5.05,5.05,5.05,4.2375,17.95640625,0.0556904308176922,11.133,5.905,0.18,0.169
"1337","paradise_canyon","PC089","5/31/2025",3,0.58,2.52,2.02,2.1,1.805,3.258025,0.306934415788706,11.133,5.905,0.18,0.169
"1338","paradise_canyon","PC089","5/31/2025",4,2.52,1.11,1.86,1.49,1.745,3.045025,0.328404528698451,11.133,5.905,0.18,0.169
"1339","paradise_canyon","PC089","5/31/2025",5,5.05,5.05,5.05,5.05,5.05,25.5025,0.0392118419762768,11.133,5.905,0.18,0.169
"1340","fort_pearce","NFP039","5/31/2025",1,0.68,0.84,1.39,1.68,1.1475,1.31675625,0.759441999990507,1.294,1.161,0.921,0.861
"1341","fort_pearce","NFP039","5/31/2025",2,0.51,1.51,1.38,0.91,1.0775,1.16100625,0.861321805976497,1.294,1.161,0.921,0.861
"1342","fort_pearce","NFP039","5/31/2025",3,1.43,1.53,0.65,2.63,1.56,2.4336,0.410913872452334,1.294,1.161,0.921,0.861
"1343","fort_pearce","NFP039","5/31/2025",4,1.03,0.7,0.7,1,0.8575,0.73530625,1.35997756037025,1.294,1.161,0.921,0.861
"1344","fort_pearce","NFP039","5/31/2025",5,0.72,0.73,1.4,0.78,0.9075,0.82355625,1.21424614287124,1.294,1.161,0.921,0.861
"1345","fort_pearce","NFP145","5/31/2025",1,0.4,0.49,1.45,0.77,0.7775,0.60450625,1.65424261535758,5.699,3.231,0.822,0.31
"1346","fort_pearce","NFP145","5/31/2025",2,0.67,0.9,0.79,0.54,0.725,0.525625,1.90249702734839,5.699,3.231,0.822,0.31
"1347","fort_pearce","NFP145","5/31/2025",3,1.15,2.05,1.38,2.61,1.7975,3.23100625,0.309501103564872,5.699,3.231,0.822,0.31
"1348","fort_pearce","NFP145","5/31/2025",4,3.08,4.19,5.05,5.05,4.3425,18.85730625,0.053029843538761,5.699,3.231,0.822,0.31
"1349","fort_pearce","NFP145","5/31/2025",5,1.8,2.82,3.4,1.17,2.2975,5.27850625,0.189447535465171,5.699,3.231,0.822,0.31
"1350","fort_pearce","NFP178","5/31/2025",1,2.05,5.05,5.05,5.05,4.3,18.49,0.0540832882639265,9.751,1.69,0.399,0.592
"1351","fort_pearce","NFP178","5/31/2025",2,0.78,1.15,1.66,1.2,1.1975,1.43400625,0.697347030391255,9.751,1.69,0.399,0.592
"1352","fort_pearce","NFP178","5/31/2025",3,1.47,1.62,1.21,0.9,1.3,1.69,0.591715976331361,9.751,1.69,0.399,0.592
"1353","fort_pearce","NFP178","5/31/2025",4,0.99,1.87,1.26,1,1.28,1.6384,0.6103515625,9.751,1.69,0.399,0.592
"1354","fort_pearce","NFP178","5/31/2025",5,5.05,5.05,5.05,5.05,5.05,25.5025,0.0392118419762768,9.751,1.69,0.399,0.592
"1355","fort_pearce","FP047","5/31/2025",1,2.68,1.97,2.76,2.22,2.4075,5.79605625,0.1725311068194,2.775,2.303,0.56,0.434
"1356","fort_pearce","FP047","5/31/2025",2,2.9,0.94,0.78,3.07,1.9225,3.69600625,0.270562313037214,2.775,2.303,0.56,0.434
"1357","fort_pearce","FP047","5/31/2025",3,0.93,1.47,0.91,0.84,1.0375,1.07640625,0.929017273914937,2.775,2.303,0.56,0.434
"1358","fort_pearce","FP047","5/31/2025",4,1.49,0.98,0.77,0.77,1.0025,1.00500625,0.995018687694728,2.775,2.303,0.56,0.434
"1359","fort_pearce","FP047","5/31/2025",5,1.55,1.91,1.17,1.44,1.5175,2.30280625,0.434252773111068,2.775,2.303,0.56,0.434
"1360","fort_pearce","FP061","5/31/2025",1,1.12,1.06,1.74,1.38,1.325,1.755625,0.569597721609114,6.123,3.186,0.329,0.314
"1361","fort_pearce","FP061","5/31/2025",2,1.1,1.41,0.58,2.11,1.3,1.69,0.591715976331361,6.123,3.186,0.329,0.314
"1362","fort_pearce","FP061","5/31/2025",3,1.32,1.64,5.05,5.05,3.265,10.660225,0.0938066504224817,6.123,3.186,0.329,0.314
"1363","fort_pearce","FP061","5/31/2025",4,2.76,2.43,1.01,0.94,1.785,3.186225,0.313851030608322,6.123,3.186,0.329,0.314
"1364","fort_pearce","FP061","5/31/2025",5,4.41,5.05,1.88,3.26,3.65,13.3225,0.0750609870519797,6.123,3.186,0.329,0.314
"1365","fort_pearce","FP005","5/31/2025",1,0.63,2.58,1.48,3.29,1.995,3.980025,0.251254703173975,2.788,2.449,0.458,0.408
"1366","fort_pearce","FP005","5/31/2025",2,1.74,2.29,1.68,2.77,2.12,4.4944,0.22249911000356,2.788,2.449,0.458,0.408
"1367","fort_pearce","FP005","5/31/2025",3,0.95,1.33,1.01,0.99,1.07,1.1449,0.873438728273212,2.788,2.449,0.458,0.408
"1368","fort_pearce","FP005","5/31/2025",4,1.72,1.29,1.79,1.46,1.565,2.449225,0.40829241903051,2.788,2.449,0.458,0.408
"1369","fort_pearce","FP005","5/31/2025",5,1.16,1,2.42,0.89,1.3675,1.87005625,0.534743273096732,2.788,2.449,0.458,0.408
"1370","turkey_farm","TF048","6/1/2025",1,0.39,5.05,1.84,2.75,2.5075,6.28755625,0.159044302784568,5.111,4.121,0.224,0.243
"1371","turkey_farm","TF048","6/1/2025",2,3.8,2.69,2.36,2.72,2.8925,8.36655625,0.11952348972733,5.111,4.121,0.224,0.243
"1372","turkey_farm","TF048","6/1/2025",3,2.3,0.71,1.64,2.25,1.725,2.975625,0.336063852131905,5.111,4.121,0.224,0.243
"1373","turkey_farm","TF048","6/1/2025",4,0.51,2.46,2.67,2.16,1.95,3.8025,0.262984878369494,5.111,4.121,0.224,0.243
"1374","turkey_farm","TF048","6/1/2025",5,2.95,0.3,3.45,1.42,2.03,4.1209,0.242665437161785,5.111,4.121,0.224,0.243
"1375","turkey_farm","TF027","6/1/2025",1,2.11,0.39,2.12,0.55,1.2925,1.67055625,0.598603010224888,2.796,1.742,0.594,0.574
"1376","turkey_farm","TF027","6/1/2025",2,1.18,0.43,0.69,1.2,0.875,0.765625,1.30612244897959,2.796,1.742,0.594,0.574
"1377","turkey_farm","TF027","6/1/2025",3,1.27,0.61,1.57,1.83,1.32,1.7424,0.573921028466483,2.796,1.742,0.594,0.574
"1378","turkey_farm","TF027","6/1/2025",4,1.97,2.59,0.92,5.05,2.6325,6.93005625,0.144298973042246,2.796,1.742,0.594,0.574
"1379","turkey_farm","TF027","6/1/2025",5,1.12,1.45,1.57,2.64,1.695,2.873025,0.348065192610576,2.796,1.742,0.594,0.574
"1380","turkey_farm","TF093","6/1/2025",1,1.88,0.65,0.8,1.13,1.115,1.243225,0.804359629190211,2.486,1.863,0.514,0.537
"1381","turkey_farm","TF093","6/1/2025",2,1.42,0.53,0.75,2.02,1.18,1.3924,0.718184429761563,2.486,1.863,0.514,0.537
"1382","turkey_farm","TF093","6/1/2025",3,1.56,3.46,0.63,2.81,2.115,4.473225,0.223552358756825,2.486,1.863,0.514,0.537
"1383","turkey_farm","TF093","6/1/2025",4,2.56,0.97,1.03,0.9,1.365,1.863225,0.53670383340713,2.486,1.863,0.514,0.537
"1384","turkey_farm","TF093","6/1/2025",5,2.64,1.26,1.73,1.81,1.86,3.4596,0.289050757312984,2.486,1.863,0.514,0.537
"1385","turkey_farm","TF089","6/1/2025",1,1.82,0.89,1.2,3.36,1.8175,3.30330625,0.302727002681026,2.037,2.081,0.879,0.481
"1386","turkey_farm","TF089","6/1/2025",2,1.81,2.97,1.19,1.42,1.8475,3.41325625,0.292975366264985,2.037,2.081,0.879,0.481
"1387","turkey_farm","TF089","6/1/2025",3,1.06,0.92,0.67,1.24,0.9725,0.94575625,1.05735489456189,2.037,2.081,0.879,0.481
"1388","turkey_farm","TF089","6/1/2025",4,1.66,0.69,1.44,1.98,1.4425,2.08080625,0.48058294711485,2.037,2.081,0.879,0.481
"1389","turkey_farm","TF089","6/1/2025",5,0.56,0.49,0.71,0.9,0.665,0.442225,2.26129232856578,2.037,2.081,0.879,0.481
"1390","cove_wash","CWOTD01","6/2/2025",1,2.2,3.82,2,3.01,2.7575,7.60380625,0.131513082674877,7.604,7.604,0.132,0.132
"1391","cove_wash","CW030","6/2/2025",1,1.88,2.53,1.87,2.85,2.2825,5.20980625,0.19194571775102,4.38,4.884,0.268,0.205
"1392","cove_wash","CW030","6/2/2025",2,1.16,2.64,1.37,3.51,2.17,4.7089,0.212363821699335,4.38,4.884,0.268,0.205
"1393","cove_wash","CW030","6/2/2025",3,1.11,0.51,2.5,5.05,2.2925,5.25555625,0.190274816295611,4.38,4.884,0.268,0.205
"1394","cove_wash","CW030","6/2/2025",4,2.76,1.26,2.7,2.12,2.21,4.8841,0.204746012571405,4.38,4.884,0.268,0.205
"1395","cove_wash","CW030","6/2/2025",5,0.75,2.23,1.42,1.03,1.3575,1.84280625,0.542650644906376,4.38,4.884,0.268,0.205
"1396","cove_wash","CW079","6/2/2025",1,0.87,1.31,1,1.04,1.055,1.113025,0.898452415713933,1.108,1.113,0.903,0.898
"1397","cove_wash","CW079","6/2/2025",2,0.65,1.28,0.99,1.27,1.0475,1.09725625,0.911364141238658,1.108,1.113,0.903,0.898
"1398","cove_wash","CW079","6/2/2025",3,1.31,1.44,0.89,0.58,1.055,1.113025,0.898452415713933,1.108,1.113,0.903,0.898
"1399","cove_wash","CW079","6/2/2025",4,0.67,0.94,1.31,1.24,1.04,1.0816,0.924556213017751,1.108,1.113,0.903,0.898
"1400","cove_wash","CW079","6/2/2025",5,0.97,1.27,0.89,1.13,1.065,1.134225,0.881659282770174,1.108,1.113,0.903,0.898
"1401","cove_wash","CW044","6/4/2025",1,0.6,0.9,1.89,1.25,1.16,1.3456,0.743162901307967,2.108,1.434,1.009,0.697
"1402","cove_wash","CW044","6/4/2025",2,0.75,0.48,1.59,1.97,1.1975,1.43400625,0.697347030391255,2.108,1.434,1.009,0.697
"1403","cove_wash","CW044","6/4/2025",3,2.08,1.31,1.29,1.38,1.515,2.295225,0.435687133069743,2.108,1.434,1.009,0.697
"1404","cove_wash","CW044","6/4/2025",4,0.53,0.53,0.76,0.5,0.58,0.3364,2.97265160523187,2.108,1.434,1.009,0.697
"1405","cove_wash","CW044","6/4/2025",5,1.59,3.01,1.5,2.96,2.265,5.130225,0.194923224614905,2.108,1.434,1.009,0.697
"1406","cove_wash","CW058","6/4/2025",1,1.02,1.13,5.05,1.73,2.2325,4.98405625,0.20063979013078,3.059,2.273,0.392,0.44
"1407","cove_wash","CW058","6/4/2025",2,1.46,0.97,1.61,1.11,1.2875,1.65765625,0.603261381845603,3.059,2.273,0.392,0.44
"1408","cove_wash","CW058","6/4/2025",3,2.2,1.18,1.16,1.21,1.4375,2.06640625,0.483931947069943,3.059,2.273,0.392,0.44
"1409","cove_wash","CW058","6/4/2025",4,2.11,0.49,2.21,1.22,1.5075,2.27255625,0.440033112491715,3.059,2.273,0.392,0.44
"1410","cove_wash","CW058","6/4/2025",5,1.15,4.51,1.36,1.29,2.0775,4.31600625,0.23169567931001,3.059,2.273,0.392,0.44
"1411","white_reef","WR051","6/4/2025",1,1.98,1.45,0.73,0.8,1.24,1.5376,0.650364203954214,2.378,2.168,0.498,0.461
"1412","white_reef","WR051","6/4/2025",2,1,1.25,1.72,0.52,1.1225,1.26000625,0.793646856910432,2.378,2.168,0.498,0.461
"1413","white_reef","WR051","6/4/2025",3,0.86,2.02,2,2.12,1.75,3.0625,0.326530612244898,2.378,2.168,0.498,0.461
"1414","white_reef","WR051","6/4/2025",4,2.6,0.96,1.54,0.79,1.4725,2.16825625,0.461200100311022,2.378,2.168,0.498,0.461
"1415","white_reef","WR051","6/4/2025",5,2.3,1.6,2.11,1.85,1.965,3.861225,0.258985166624582,2.378,2.168,0.498,0.461
"1416","white_reef","WR099","6/4/2025",1,1.83,0.62,0.71,2.94,1.525,2.325625,0.429991937651169,1.67,1.381,0.904,0.724
"1417","white_reef","WR099","6/4/2025",2,0.21,0.79,0.65,1.06,0.6775,0.45900625,2.17861957217358,1.67,1.381,0.904,0.724
"1418","white_reef","WR099","6/4/2025",3,0.73,1.08,1.22,1.29,1.08,1.1664,0.857338820301783,1.67,1.381,0.904,0.724
"1419","white_reef","WR099","6/4/2025",4,2.72,1.19,1.75,1.29,1.7375,3.01890625,0.331245794731122,1.67,1.381,0.904,0.724
"1420","white_reef","WR099","6/4/2025",5,0.74,0.94,1.47,1.55,1.175,1.380625,0.724309642372114,1.67,1.381,0.904,0.724
"1421","white_reef","WR001","6/4/2025",1,2.04,1.73,2.53,2.59,2.2225,4.93950625,0.202449384490606,7.176,4.94,0.306,0.202
"1422","white_reef","WR001","6/4/2025",2,0.82,0.88,1.37,1.17,1.06,1.1236,0.88999644001424,7.176,4.94,0.306,0.202
"1423","white_reef","WR001","6/4/2025",3,5.05,2.33,5.05,5.05,4.37,19.0969,0.0523645198958993,7.176,4.94,0.306,0.202
"1424","white_reef","WR001","6/4/2025",4,1.79,2.26,0.94,5.05,2.51,6.3001,0.158727639243822,7.176,4.94,0.306,0.202
"1425","white_reef","WR001","6/4/2025",5,4.1,1.02,1.29,2,2.1025,4.42050625,0.226218433691842,7.176,4.94,0.306,0.202
"1426","white_reef","WR115","6/4/2025",1,1.39,2.65,1.49,1.11,1.66,2.7556,0.362897372623022,6.314,2.349,0.5,0.426
"1427","white_reef","WR115","6/4/2025",2,0.82,0.76,1.5,1.97,1.2625,1.59390625,0.627389471620429,6.314,2.349,0.5,0.426
"1428","white_reef","WR115","6/4/2025",3,0.83,1.08,0.79,3.43,1.5325,2.34855625,0.42579350611679,6.314,2.349,0.5,0.426
"1429","white_reef","WR115","6/4/2025",4,0.51,0.9,1.76,0.75,0.98,0.9604,1.04123281965848,6.314,2.349,0.5,0.426
"1430","white_reef","WR115","6/4/2025",5,4.41,5.05,5.05,5.05,4.89,23.9121,0.0418198318006365,6.314,2.349,0.5,0.426
"1431","white_reef","WR034","6/6/2025",1,1.49,1.69,5.05,5.05,3.32,11.0224,0.0907243431557556,7.76,7.116,0.257,0.141
"1432","white_reef","WR034","6/6/2025",2,3.24,3.03,1.97,2.43,2.6675,7.11555625,0.140537150556571,7.76,7.116,0.257,0.141
"1433","white_reef","WR034","6/6/2025",3,1.18,0.52,0.93,1.92,1.1375,1.29390625,0.772853520106268,7.76,7.116,0.257,0.141
"1434","white_reef","WR034","6/6/2025",4,5.05,0.84,0.88,1.85,2.155,4.644025,0.215330451494124,7.76,7.116,0.257,0.141
"1435","white_reef","WR034","6/6/2025",5,5.05,2.74,2.51,5.05,3.8375,14.72640625,0.067905229763711,7.76,7.116,0.257,0.141
"1436","white_reef","WR096","6/6/2025",1,3.59,5.05,4.42,1.35,3.6025,12.97800625,0.0770534380040077,6.421,2.714,0.342,0.368
"1437","white_reef","WR096","6/6/2025",2,5.05,2.21,5.05,2.11,3.605,12.996025,0.0769466048272453,6.421,2.714,0.342,0.368
"1438","white_reef","WR096","6/6/2025",3,0.9,0.7,2.08,1.25,1.2325,1.51905625,0.658303469670725,6.421,2.714,0.342,0.368
"1439","white_reef","WR096","6/6/2025",4,1.2,1.17,2.86,1.36,1.6475,2.71425625,0.368425051982472,6.421,2.714,0.342,0.368
"1440","white_reef","WR096","6/6/2025",5,0.72,1.43,1.12,2.24,1.3775,1.89750625,0.527007486800109,6.421,2.714,0.342,0.368
"1441","paradise_canyon","PC136","6/6/2025",1,1.55,1.36,0.86,1.73,1.375,1.890625,0.528925619834711,2.231,2.576,0.523,0.388
"1442","paradise_canyon","PC136","6/6/2025",2,4.03,0.69,1.28,0.45,1.6125,2.60015625,0.384592272099033,2.231,2.576,0.523,0.388
"1443","paradise_canyon","PC136","6/6/2025",3,3.28,1.38,0.59,1.17,1.605,2.576025,0.38819499034365,2.231,2.576,0.523,0.388
"1444","paradise_canyon","PC136","6/6/2025",4,0.84,1.44,0.85,0.89,1.005,1.010025,0.990074503106359,2.231,2.576,0.523,0.388
"1445","paradise_canyon","PC136","6/6/2025",5,1.66,1.59,1.12,2.65,1.755,3.080025,0.324672689345054,2.231,2.576,0.523,0.388
"1446","paradise_canyon","PC016","6/6/2025",1,3.15,2.53,1.12,1.15,1.9875,3.95015625,0.253154542937384,5.306,5.641,0.201,0.177
"1447","paradise_canyon","PC016","6/6/2025",2,0.49,3.04,1.1,3.04,1.9175,3.67680625,0.271975168667101,5.306,5.641,0.201,0.177
"1448","paradise_canyon","PC016","6/6/2025",3,2.69,1.21,2.6,3,2.375,5.640625,0.177285318559557,5.306,5.641,0.201,0.177
"1449","paradise_canyon","PC016","6/6/2025",4,2.7,2.12,1.82,3.61,2.5625,6.56640625,0.152290303390839,5.306,5.641,0.201,0.177
"1450","paradise_canyon","PC016","6/6/2025",5,1.41,2.53,1.36,5.05,2.5875,6.69515625,0.149361712058625,5.306,5.641,0.201,0.177
"1451","paradise_canyon","PC078","6/6/2025",1,1.97,1.15,1.7,1.38,1.55,2.4025,0.416233090530697,2.846,2.402,0.382,0.416
"1452","paradise_canyon","PC078","6/6/2025",2,0.98,1.35,0.88,3.54,1.6875,2.84765625,0.35116598079561,2.846,2.402,0.382,0.416
"1453","paradise_canyon","PC078","6/6/2025",3,1.39,1.46,1.78,0.99,1.405,1.974025,0.506579197325262,2.846,2.402,0.382,0.416
"1454","paradise_canyon","PC078","6/6/2025",4,1.63,1,2.44,1.13,1.55,2.4025,0.416233090530697,2.846,2.402,0.382,0.416
"1455","paradise_canyon","PC078","6/6/2025",5,1.62,1.22,2.94,2.8,2.145,4.601025,0.217342874685532,2.846,2.402,0.382,0.416
"1456","paradise_canyon","PC039","6/6/2025",1,1.1,0.64,1.41,0.74,0.9725,0.94575625,1.05735489456189,3.097,1.787,0.595,0.566
"1457","paradise_canyon","PC039","6/6/2025",2,1.16,3.78,0.91,1.04,1.7225,2.96700625,0.337040071958055,3.097,1.787,0.595,0.566
"1458","paradise_canyon","PC039","6/6/2025",3,1.16,0.83,1.34,0.79,1.03,1.0609,0.942595909133754,3.097,1.787,0.595,0.566
"1459","paradise_canyon","PC039","6/6/2025",4,0.97,1.66,1.89,0.53,1.2625,1.59390625,0.627389471620429,3.097,1.787,0.595,0.566
"1460","paradise_canyon","PC039","6/6/2025",5,1.99,3.02,2.61,5.05,3.1675,10.03305625,0.0996705266154568,3.097,1.787,0.595,0.566
"1461","paradise_canyon","PC039","6/6/2025",6,0.64,1.74,0.49,2.76,1.4075,1.98105625,0.504781224662349,3.097,1.787,0.595,0.566
"1462","paradise_canyon","PC017","6/6/2025",1,0.96,2.44,1.28,0.51,1.2975,1.68350625,0.593998388779371,2.774,1.789,0.632,0.559
"1463","paradise_canyon","PC017","6/6/2025",2,1.44,1.82,1.7,0.95,1.4775,2.18300625,0.458083892338833,2.774,1.789,0.632,0.559
"1464","paradise_canyon","PC017","6/6/2025",3,3.63,1.3,3.14,2.89,2.74,7.5076,0.133198358996217,2.774,1.789,0.632,0.559
"1465","paradise_canyon","PC017","6/6/2025",4,0.77,0.88,0.72,0.99,0.84,0.7056,1.4172335600907,2.774,1.789,0.632,0.559
"1466","paradise_canyon","PC017","6/6/2025",5,1.12,1.22,1.97,1.04,1.3375,1.78890625,0.559000786094856,2.774,1.789,0.632,0.559
